ip_address,hostname,port,protocol,cvss,severity,solution_type,nvt_name,summary,specific_result,nvt_oid,cves,task_id,task_name,timestamp,result_id,impact,solution,affected_software_os,vulnerability_insight,detection_method,product_detection_result,source_file
192.168.100.7,,25,tcp,4.0,Medium,Mitigation,SSL/TLS: Certificate Signed Using A Weak Signature Algorithm,The remote service is using a SSL/TLS certificate in the certificate chain that has been signed using a cryptographically weak hashing algorithm.,"The following certificates are part of the certificate chain but using insecure signature algorithms: Subject: 1.2.840.113549.1.9.1=#726F6F74407562756E74753830342D626173652E6C6F63616C646F6D61696E,CN=ubuntu804-base.localdomain,OU=Office for Complication of Otherwise Simple Affairs,O=OCOSA,L=Everywhere,ST=There is no such thing outside US,C=XX Signature Algorithm: sha1WithRSAEncryption",1.3.6.1.4.1.25623.1.0.105880,,05069678-b69d-4982-8b6d-8a4377db0dff,Metasploitable,2026-07-29T08:43:14Z,4b22b90b-4d47-45b8-a960-79c0e3e7c209,,"Servers that use SSL/TLS certificates signed with a weak SHA-1, MD5, MD4 or MD2 hashing algorithm will need to obtain new SHA-2 signed SSL/TLS certificates to avoid web browser SSL/TLS certificate warnings.",,"The following hashing algorithms used for signing SSL/TLS certificates are considered cryptographically weak and not secure enough for ongoing use: - Secure Hash Algorithm 1 (SHA-1) - Message Digest 5 (MD5) - Message Digest 4 (MD4) - Message Digest 2 (MD2) Beginning as late as January 2017 and as early as June 2016, browser developers such as Microsoft and Google will begin warning users when visiting web sites that use SHA-1 signed Secure Socket Layer (SSL) certificates. NOTE: The script preference allows to set one or more custom SHA-1 fingerprints of CA certificates which are trusted by this routine. The fingerprints needs to be passed comma-separated and case-insensitive: Fingerprint1 or fingerprint1,Fingerprint2",Check which hashing algorithm was used to sign the remote SSL/TLS certificate. Details: SSL/TLS: Certificate Signed Using A Weak Signature Algorithm (OID: 1.3.6.1.4.1.25623.1.0.105880) Version used: $Revision: 11524 $,,metasploitable_192.168.100.7.csv
192.168.100.7,,25,tcp,4.0,Medium,Workaround,SSL/TLS: Diffie-Hellman Key Exchange Insufficient DH Group Strength Vulnerability,The SSL/TLS service uses Diffie-Hellman groups with insufficient strength (key size < 2048).,Server Temporary Key Size: 1024 bits,1.3.6.1.4.1.25623.1.0.106223,,05069678-b69d-4982-8b6d-8a4377db0dff,Metasploitable,2026-07-29T08:43:14Z,f09127a0-03b3-4ad4-b30e-cb888438677e,An attacker might be able to decrypt the SSL/TLS communication offline.,"Deploy (Ephemeral) Elliptic-Curve Diffie-Hellman (ECDHE) or use a 2048-bit or stronger Diffie-Hellman group (see the references). For Apache Web Servers: Beginning with version 2.4.7, mod_ssl will use DH parameters which include primes with lengths of more than 1024 bits.",,"The Diffie-Hellman group are some big numbers that are used as base for the DH computations. They can be, and often are, fixed. The security of the final secret depends on the size of these parameters. It was found that 512 and 768 bits to be weak, 1024 bits to be breakable by really powerful attackers like governments.",Checks the DHE temporary public key size. Details: SSL/TLS: Diffie-Hellman Key Exchange Insufficient DH Group Strength Vulnerab... (OID: 1.3.6.1.4.1.25623.1.0.106223) Version used: $Revision: 12865 $,,metasploitable_192.168.100.7.csv
192.168.100.7,,5432,tcp,4.0,Medium,Mitigation,SSL/TLS: Certificate Signed Using A Weak Signature Algorithm,The remote service is using a SSL/TLS certificate in the certificate chain that has been signed using a cryptographically weak hashing algorithm.,"The following certificates are part of the certificate chain but using insecure signature algorithms: Subject: 1.2.840.113549.1.9.1=#726F6F74407562756E74753830342D626173652E6C6F63616C646F6D61696E,CN=ubuntu804-base.localdomain,OU=Office for Complication of Otherwise Simple Affairs,O=OCOSA,L=Everywhere,ST=There is no such thing outside US,C=XX Signature Algorithm: sha1WithRSAEncryption",1.3.6.1.4.1.25623.1.0.105880,,05069678-b69d-4982-8b6d-8a4377db0dff,Metasploitable,2026-07-29T08:43:14Z,4ab34edf-a7d5-4911-a307-a22d29d9bf4f,,"Servers that use SSL/TLS certificates signed with a weak SHA-1, MD5, MD4 or MD2 hashing algorithm will need to obtain new SHA-2 signed SSL/TLS certificates to avoid web browser SSL/TLS certificate warnings.",,"The following hashing algorithms used for signing SSL/TLS certificates are considered cryptographically weak and not secure enough for ongoing use: - Secure Hash Algorithm 1 (SHA-1) - Message Digest 5 (MD5) - Message Digest 4 (MD4) - Message Digest 2 (MD2) Beginning as late as January 2017 and as early as June 2016, browser developers such as Microsoft and Google will begin warning users when visiting web sites that use SHA-1 signed Secure Socket Layer (SSL) certificates. NOTE: The script preference allows to set one or more custom SHA-1 fingerprints of CA certificates which are trusted by this routine. The fingerprints needs to be passed comma-separated and case-insensitive: Fingerprint1 or fingerprint1,Fingerprint2",Check which hashing algorithm was used to sign the remote SSL/TLS certificate. Details: SSL/TLS: Certificate Signed Using A Weak Signature Algorithm (OID: 1.3.6.1.4.1.25623.1.0.105880) Version used: $Revision: 11524 $,,metasploitable_192.168.100.7.csv
192.168.100.7,,5432,tcp,4.0,Medium,Workaround,SSL/TLS: Diffie-Hellman Key Exchange Insufficient DH Group Strength Vulnerability,The SSL/TLS service uses Diffie-Hellman groups with insufficient strength (key size < 2048).,Server Temporary Key Size: 1024 bits,1.3.6.1.4.1.25623.1.0.106223,,05069678-b69d-4982-8b6d-8a4377db0dff,Metasploitable,2026-07-29T08:43:14Z,0914e61c-ef65-491f-a50d-14b3233277af,An attacker might be able to decrypt the SSL/TLS communication offline.,"Deploy (Ephemeral) Elliptic-Curve Diffie-Hellman (ECDHE) or use a 2048-bit or stronger Diffie-Hellman group (see the references). For Apache Web Servers: Beginning with version 2.4.7, mod_ssl will use DH parameters which include primes with lengths of more than 1024 bits.",,"The Diffie-Hellman group are some big numbers that are used as base for the DH computations. They can be, and often are, fixed. The security of the final secret depends on the size of these parameters. It was found that 512 and 768 bits to be weak, 1024 bits to be breakable by really powerful attackers like governments.",Checks the DHE temporary public key size. Details: SSL/TLS: Diffie-Hellman Key Exchange Insufficient DH Group Strength Vulnerab... (OID: 1.3.6.1.4.1.25623.1.0.106223) Version used: $Revision: 12865 $,,metasploitable_192.168.100.7.csv
192.168.100.7,,,,2.6,Low,Mitigation,TCP timestamps,The remote host implements TCP timestamps and therefore allows to compute the uptime.,It was detected that the host implements RFC1323. The following timestamps were retrieved with a delay of 1 seconds in-between: Packet 1: 6427282 Packet 2: 6427372,1.3.6.1.4.1.25623.1.0.80091,,05069678-b69d-4982-8b6d-8a4377db0dff,Metasploitable,2026-07-29T08:43:14Z,e6304b3c-ea10-47a9-adee-1ce6f4cfb6d8,A side effect of this feature is that the uptime of the remote host can sometimes be computed.,"To disable TCP timestamps on linux add the line 'net.ipv4.tcp_timestamps = 0' to /etc/sysctl.conf. Execute 'sysctl -p' to apply the settings at runtime. To disable TCP timestamps on Windows execute 'netsh int tcp set global timestamps=disabled' Starting with Windows Server 2008 and Vista, the timestamp can not be completely disabled. The default behavior of the TCP/IP stack on this Systems is to not use the Timestamp options when initiating TCP connections, but use them if the TCP peer that is initiating communication includes them in their synchronize (SYN) segment. See the references for more information.",TCP/IPv4 implementations that implement RFC1323.,"The remote host implements TCP timestamps, as defined by RFC1323.","Special IP packets are forged and sent with a little delay in between to the target IP. The responses are searched for a timestamps. If found, the timestamps are reported. Details: TCP timestamps (OID: 1.3.6.1.4.1.25623.1.0.80091) Version used: $Revision: 14310 $",,metasploitable_192.168.100.7.csv
192.168.100.7,,22,tcp,2.6,Low,Mitigation,SSH Weak MAC Algorithms Supported,The remote SSH server is configured to allow weak MD5 and/or 96-bit MAC algorithms.,The following weak client-to-server MAC algorithms are supported by the remote service: hmac-md5 hmac-md5-96 hmac-sha1-96 The following weak server-to-client MAC algorithms are supported by the remote service: hmac-md5 hmac-md5-96 hmac-sha1-96,1.3.6.1.4.1.25623.1.0.105610,,05069678-b69d-4982-8b6d-8a4377db0dff,Metasploitable,2026-07-29T08:43:14Z,6b78e7e5-4b49-499d-a211-53106bbb6e81,,Disable the weak MAC algorithms.,,,Details: SSH Weak MAC Algorithms Supported (OID: 1.3.6.1.4.1.25623.1.0.105610) Version used: $Revision: 13581 $,,metasploitable_192.168.100.7.csv
192.168.100.8,,,,10.0,High,Mitigation,OS End Of Life Detection,OS End Of Life Detection The Operating System on the remote host has reached the end of life and should not be used anymore.,"The ""Ubuntu"" Operating System on the remote host has reached the end of life. CPE: cpe:/o:canonical:ubuntu_linux:10.04 Installed version, build or SP: 10.04 EOL date: 2015-04-30 EOL info: https://wiki.ubuntu.com/Releases",1.3.6.1.4.1.25623.1.0.103674,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,78c2ae45-ca94-46a1-9f79-be2fa2b050bb,,,,,Details: OS End Of Life Detection (OID: 1.3.6.1.4.1.25623.1.0.103674) Version used: $Revision: 8927 $,Product: cpe:/o:canonical:ubuntu_linux:10.04 Method: OS Detection Consolidation and Reporting (OID: 1.3.6.1.4.1.25623.1.0.105937),owaspbwa_192.168.100.8.csv
192.168.100.8,,80,tcp,7.5,High,VendorFix,Joomla! Prior to 1.6.1 Multiple Security Vulnerabilities,Joomla! is prone to multiple security vulnerabilities including: - An SQL-injection issue - A path-disclosure vulnerability - Multiple cross-site scripting issues - Multiple information-disclosure vulnerabilities - A URI-redirection vulnerability - A security-bypass vulnerability - A cross-site request-forgery vulnerability - A denial-of-service vulnerability,Installed version: 1.5.15 Fixed version: 1.6.1,1.3.6.1.4.1.25623.1.0.103114,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,c260e351-dae8-4456-b4e4-c7bc3e7ac66e,"An attacker can exploit these vulnerabilities to execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site, steal cookie-based authentication credentials, disclose or modify sensitive information, exploit latent vulnerabilities in the underlying database, deny service to legitimate users, redirect a victim to a potentially malicious site, or perform unauthorized actions. Other attacks are also possible.",The vendor released a patch. Please see the references for more information.,Versions prior to Joomla! 1.6.1 are vulnerable.,,Details: Joomla! Prior to 1.6.1 Multiple Security Vulnerabilities (OID: 1.3.6.1.4.1.25623.1.0.103114) Version used: $Revision: 11997 $,Product: cpe:/a:joomla:joomla:1.5.15 Method: joomla Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100330),owaspbwa_192.168.100.8.csv
192.168.100.8,,80,tcp,7.5,High,Workaround,phpinfo() output Reporting,Many PHP installation tutorials instruct the user to create a file called phpinfo.php or similar containing the phpinfo() statement. Such a file is often left back in the webserver directory.,The following files are calling the function phpinfo() which disclose potentially sensitive information: http://192.168.100.8/bWAPP/phpinfo.php http://192.168.100.8/mutillidae/phpinfo.php http://192.168.100.8/vicnum/test.php http://192.168.100.8/vicnum/test.php?mode=phpinfo,1.3.6.1.4.1.25623.1.0.11229,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,52f4dff6-b3b6-43b4-a376-a6a299d3797d,"Some of the information that can be gathered from this file includes: The username of the user running the PHP process, if it is a sudo user, the IP address of the host, the web server version, the system version (Unix, Linux, Windows, ...), and the root directory of the web server.",Delete the listed files or restrict access to them.,,,Details: phpinfo() output Reporting (OID: 1.3.6.1.4.1.25623.1.0.11229) Version used: $Revision: 11992 $,,owaspbwa_192.168.100.8.csv
192.168.100.8,,443,tcp,7.5,High,VendorFix,Joomla! Prior to 1.6.1 Multiple Security Vulnerabilities,Joomla! is prone to multiple security vulnerabilities including: - An SQL-injection issue - A path-disclosure vulnerability - Multiple cross-site scripting issues - Multiple information-disclosure vulnerabilities - A URI-redirection vulnerability - A security-bypass vulnerability - A cross-site request-forgery vulnerability - A denial-of-service vulnerability,Installed version: 1.5.15 Fixed version: 1.6.1,1.3.6.1.4.1.25623.1.0.103114,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,7b588036-d6dd-44e4-9102-73c0bc5d9742,"An attacker can exploit these vulnerabilities to execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site, steal cookie-based authentication credentials, disclose or modify sensitive information, exploit latent vulnerabilities in the underlying database, deny service to legitimate users, redirect a victim to a potentially malicious site, or perform unauthorized actions. Other attacks are also possible.",The vendor released a patch. Please see the references for more information.,Versions prior to Joomla! 1.6.1 are vulnerable.,,Details: Joomla! Prior to 1.6.1 Multiple Security Vulnerabilities (OID: 1.3.6.1.4.1.25623.1.0.103114) Version used: $Revision: 11997 $,Product: cpe:/a:joomla:joomla:1.5.15 Method: joomla Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100330),owaspbwa_192.168.100.8.csv
192.168.100.8,,443,tcp,7.5,High,Workaround,phpinfo() output Reporting,Many PHP installation tutorials instruct the user to create a file called phpinfo.php or similar containing the phpinfo() statement. Such a file is often left back in the webserver directory.,The following files are calling the function phpinfo() which disclose potentially sensitive information: https://192.168.100.8/bWAPP/phpinfo.php https://192.168.100.8/mutillidae/phpinfo.php https://192.168.100.8/vicnum/test.php https://192.168.100.8/vicnum/test.php?mode=phpinfo,1.3.6.1.4.1.25623.1.0.11229,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,e895d757-cb4a-484a-92f1-91c6c7b0f215,"Some of the information that can be gathered from this file includes: The username of the user running the PHP process, if it is a sudo user, the IP address of the host, the web server version, the system version (Unix, Linux, Windows, ...), and the root directory of the web server.",Delete the listed files or restrict access to them.,,,Details: phpinfo() output Reporting (OID: 1.3.6.1.4.1.25623.1.0.11229) Version used: $Revision: 11992 $,,owaspbwa_192.168.100.8.csv
192.168.100.8,,8080,tcp,7.5,High,Mitigation,Apache Tomcat Manager Remote Unauthorized Access Vulnerability,Apache Tomcat Manager/Host Manager/Server Status is prone to a remote unauthorized-access vulnerability.,"It was possible to login into the Tomcat Host Manager at http://192.168.100.8:8080/host-manager/html using user ""root"" with password ""owaspbwa"" It was possible to login into the Tomcat Manager at http://192.168.100.8:8080/manager/html using user ""root"" with password ""owaspbwa"" It was possible to login into the Tomcat Server Status at http://192.168.100.8:8080/manager/status using user ""root"" with password ""owaspbwa""",1.3.6.1.4.1.25623.1.0.103550,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,5467068c-d616-4a4c-aba7-047ccb657d1e,"An attacker can exploit this issue to upload and execute arbitrary code, which will facilitate a complete compromise of the affected computer.",Change or remove the user from tomcat-users.xml.,,,Details: Apache Tomcat Manager Remote Unauthorized Access Vulnerability (OID: 1.3.6.1.4.1.25623.1.0.103550) Version used: $Revision: 13659 $,Product: cpe:/a:apache:tomcat:6.0.24 Method: Apache Tomcat Version Detection (OID: 1.3.6.1.4.1.25623.1.0.800371),owaspbwa_192.168.100.8.csv
192.168.100.8,,8080,tcp,6.8,Medium,Mitigation,Apache Tomcat servlet/JSP container default files,The Apache Tomcat servlet/JSP container has default files installed.,The following default files were found : http://192.168.100.8:8080/examples/servlets/index.html http://192.168.100.8:8080/examples/jsp/snp/snoop.jsp http://192.168.100.8:8080/examples/jsp/index.html,1.3.6.1.4.1.25623.1.0.12085,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,63268a34-433a-4469-9a3a-78aed1609dae,These files should be removed as they may help an attacker to guess the exact version of the Apache Tomcat which is running on this host and may provide other useful information.,"Remove default files, example JSPs and Servlets from the Tomcat Servlet/JSP container.",,"Default files, such as documentation, default Servlets and JSPs were found on the Apache Tomcat servlet/JSP container.",Details: Apache Tomcat servlet/JSP container default files (OID: 1.3.6.1.4.1.25623.1.0.12085) Version used: $Revision: 13975 $,Product: cpe:/a:apache:tomcat:6.0.24 Method: Apache Tomcat Version Detection (OID: 1.3.6.1.4.1.25623.1.0.800371),owaspbwa_192.168.100.8.csv
192.168.100.8,,80,tcp,5.0,Medium,Mitigation,Source Control Management (SCM) Files Accessible,The script attempts to identify files of a SCM accessible at the webserver.,The following SCM files were identified: http://192.168.100.8/dvwa/.git/config http://192.168.100.8/dvwa/.git/description http://192.168.100.8/dvwa/.git/HEAD http://192.168.100.8/MCIR/.git/config http://192.168.100.8/MCIR/.git/description http://192.168.100.8/MCIR/.git/HEAD http://192.168.100.8/zapwave/.svn/wc.db http://192.168.100.8/mutillidae/.git/config http://192.168.100.8/mutillidae/.git/description http://192.168.100.8/mutillidae/.git/HEAD,1.3.6.1.4.1.25623.1.0.111084,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,39d4b859-0873-4cf4-9e21-0a53b79901bd,Based on the information provided in this files an attacker might be able to gather additional info about the structure of the system and its applications.,Restrict access to the Admin Pages for authorized systems only.,,Currently the script is checking for files of the following SCM: - Git (.git) - Mercurial (.hg) - Bazaar (.bzr) - CVS (CVS/Root) - Subversion (.svn),Check the response if SCM files are accessible. Details: Source Control Management (SCM) Files Accessible (OID: 1.3.6.1.4.1.25623.1.0.111084) Version used: $Revision: 9727 $,,owaspbwa_192.168.100.8.csv
192.168.100.8,,80,tcp,5.0,Medium,WillNotFix,awiki Multiple Local File Include Vulnerabilities,awiki is prone to multiple local file-include vulnerabilities because it fails to properly sanitize user-supplied input.,Vulnerable url: http://192.168.100.8/mutillidae/index.php?page=/etc/passwd,1.3.6.1.4.1.25623.1.0.103210,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,521adaef-7c7c-4f55-b1b2-9f065f4d12bb,An attacker can exploit this vulnerability to obtain potentially sensitive information and execute arbitrary local scripts in the context of the webserver process. This may allow the attacker to compromise the application and the host. Other attacks are also possible.,"No known solution was made available for at least one year since the disclosure of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer release, disable respective features, remove the product or replace the product by another one.",awiki 20100125 is vulnerable. Other versions may also be affected.,,Details: awiki Multiple Local File Include Vulnerabilities (OID: 1.3.6.1.4.1.25623.1.0.103210) Version used: $Revision: 10741 $,,owaspbwa_192.168.100.8.csv
192.168.100.8,,443,tcp,5.0,Medium,Mitigation,Source Control Management (SCM) Files Accessible,The script attempts to identify files of a SCM accessible at the webserver.,The following SCM files were identified: https://192.168.100.8/zapwave/.svn/wc.db https://192.168.100.8/mutillidae/.git/config https://192.168.100.8/mutillidae/.git/description https://192.168.100.8/mutillidae/.git/HEAD https://192.168.100.8/MCIR/.git/config https://192.168.100.8/MCIR/.git/description https://192.168.100.8/MCIR/.git/HEAD https://192.168.100.8/dvwa/.git/config https://192.168.100.8/dvwa/.git/description https://192.168.100.8/dvwa/.git/HEAD,1.3.6.1.4.1.25623.1.0.111084,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,98fcad6b-1eca-442a-922e-937211b0da11,Based on the information provided in this files an attacker might be able to gather additional info about the structure of the system and its applications.,Restrict access to the Admin Pages for authorized systems only.,,Currently the script is checking for files of the following SCM: - Git (.git) - Mercurial (.hg) - Bazaar (.bzr) - CVS (CVS/Root) - Subversion (.svn),Check the response if SCM files are accessible. Details: Source Control Management (SCM) Files Accessible (OID: 1.3.6.1.4.1.25623.1.0.111084) Version used: $Revision: 9727 $,,owaspbwa_192.168.100.8.csv
192.168.100.8,,443,tcp,5.0,Medium,Mitigation,SSL/TLS: Certificate Expired,The remote server's SSL/TLS certificate has already expired.,The certificate of the remote service expired on 2022-12-31 21:12:38. Certificate details: subject ...: CN=owaspbwa subject alternative names (SAN): None issued by .: CN=owaspbwa serial ....: 00E6870DDD72C2B9E7 valid from : 2013-01-02 21:12:38 UTC valid until: 2022-12-31 21:12:38 UTC fingerprint (SHA-1): E469E1F2987740C33AECEE7CF630CA1931BE05AE fingerprint (SHA-256): B0945E8208949294EC14B1FCD2998BF148333EBB7D34135188E298B4FE2D46B2,1.3.6.1.4.1.25623.1.0.103955,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,df781c15-223b-4617-a039-28a0b77b315c,,Replace the SSL/TLS certificate by a new one.,,This script checks expiry dates of certificates associated with SSL/TLS-enabled services on the target and reports whether any have already expired.,Details: SSL/TLS: Certificate Expired (OID: 1.3.6.1.4.1.25623.1.0.103955) Version used: $Revision: 11103 $,,owaspbwa_192.168.100.8.csv
192.168.100.8,,443,tcp,5.0,Medium,Mitigation,Sensitive File Disclosure (HTTP),"The script attempts to identify files containing sensitive data at the remote web server like e.g.: - software (Blog, CMS) configuration - database backup files - SSH or SSL/TLS Private-Keys",The following files containing sensitive information were identified (URL:Description): https://192.168.100.8/redmine/config/database.yml:Rails Database Configuration File containing a username and/or password.,1.3.6.1.4.1.25623.1.0.107305,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,b41e8702-3c76-4f26-b9f5-da2d87e22191,Based on the information provided in this files an attacker might be able to gather additional info and/or sensitive data like usernames and passwords.,The sensitive files shouldn't be accessible via a web server. Restrict access to it or remove it completely.,,,Enumerate the remote web server and check if sensitive files are accessible. Details: Sensitive File Disclosure (HTTP) (OID: 1.3.6.1.4.1.25623.1.0.107305) Version used: 2019-03-27T07:53:00+0000,,owaspbwa_192.168.100.8.csv
192.168.100.8,,443,tcp,5.0,Medium,WillNotFix,awiki Multiple Local File Include Vulnerabilities,awiki is prone to multiple local file-include vulnerabilities because it fails to properly sanitize user-supplied input.,Vulnerable url: https://192.168.100.8/mutillidae/index.php?page=/etc/passwd,1.3.6.1.4.1.25623.1.0.103210,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,1b4875cc-bee0-4661-b7bd-a267fa5ec991,An attacker can exploit this vulnerability to obtain potentially sensitive information and execute arbitrary local scripts in the context of the webserver process. This may allow the attacker to compromise the application and the host. Other attacks are also possible.,"No known solution was made available for at least one year since the disclosure of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer release, disable respective features, remove the product or replace the product by another one.",awiki 20100125 is vulnerable. Other versions may also be affected.,,Details: awiki Multiple Local File Include Vulnerabilities (OID: 1.3.6.1.4.1.25623.1.0.103210) Version used: $Revision: 10741 $,,owaspbwa_192.168.100.8.csv
192.168.100.8,,80,tcp,4.8,Medium,Workaround,Cleartext Transmission of Sensitive Information via HTTP,"The host / application transmits sensitive information (username, passwords) in cleartext via HTTP.",The following input fields where identified (URL:input name): http://192.168.100.8/AppSensorDemo/login.jsp:password http://192.168.100.8/bodgeit/login.jsp:password http://192.168.100.8/cyclone/signin:session[password] http://192.168.100.8/cyclone/signup:user[password] http://192.168.100.8/ghost/:pass http://192.168.100.8/phpmyadmin/:pma_password http://192.168.100.8/phpmyadmin/?D=A:pma_password http://192.168.100.8/shepherd/login.jsp:pwd http://192.168.100.8/wordpress/wp-login.php:pwd,1.3.6.1.4.1.25623.1.0.108440,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,eab80bde-56fa-45b7-b810-c51b67f3b151,An attacker could use this situation to compromise or eavesdrop on the HTTP communication between the client and the server using a man-in-the-middle attack to get access to sensitive data like usernames or passwords.,Enforce the transmission of sensitive data via an encrypted SSL/TLS connection. Additionally make sure the host / application is redirecting all users to the secured SSL/TLS connection before allowing to input sensitive data into the mentioned functions.,Hosts / applications which doesn't enforce the transmission of sensitive data via an encrypted SSL/TLS connection.,,Evaluate previous collected information and check if the host / application is not enforcing the transmission of sensitive data via an encrypted SSL/TLS connection. The script is currently checking the following: - HTTP Basic Authentication (Basic Auth) - HTTP Forms (e.g. Login) with input field of type 'password' Details: Cleartext Transmission of Sensitive Information via HTTP (OID: 1.3.6.1.4.1.25623.1.0.108440) Version used: $Revision: 10726 $,,owaspbwa_192.168.100.8.csv
192.168.100.8,,8080,tcp,4.8,Medium,Workaround,Cleartext Transmission of Sensitive Information via HTTP,"The host / application transmits sensitive information (username, passwords) in cleartext via HTTP.","The following URLs requires Basic Authentication (URL:realm name): http://192.168.100.8:8080/host-manager/html:""Tomcat Host Manager Application"" http://192.168.100.8:8080/manager/html:""Tomcat Manager Application"" http://192.168.100.8:8080/manager/status:""Tomcat Manager Application""",1.3.6.1.4.1.25623.1.0.108440,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,76271cf1-58a7-4850-be16-1b74b0cddbc1,An attacker could use this situation to compromise or eavesdrop on the HTTP communication between the client and the server using a man-in-the-middle attack to get access to sensitive data like usernames or passwords.,Enforce the transmission of sensitive data via an encrypted SSL/TLS connection. Additionally make sure the host / application is redirecting all users to the secured SSL/TLS connection before allowing to input sensitive data into the mentioned functions.,Hosts / applications which doesn't enforce the transmission of sensitive data via an encrypted SSL/TLS connection.,,Evaluate previous collected information and check if the host / application is not enforcing the transmission of sensitive data via an encrypted SSL/TLS connection. The script is currently checking the following: - HTTP Basic Authentication (Basic Auth) - HTTP Forms (e.g. Login) with input field of type 'password' Details: Cleartext Transmission of Sensitive Information via HTTP (OID: 1.3.6.1.4.1.25623.1.0.108440) Version used: $Revision: 10726 $,,owaspbwa_192.168.100.8.csv
192.168.100.8,,22,tcp,4.3,Medium,Mitigation,SSH Weak Encryption Algorithms Supported,The remote SSH server is configured to allow weak encryption algorithms.,The following weak client-to-server encryption algorithms are supported by the remote service: 3des-cbc aes128-cbc aes192-cbc aes256-cbc arcfour arcfour128 arcfour256 blowfish-cbc cast128-cbc rijndael-cbc@lysator.liu.se The following weak server-to-client encryption algorithms are supported by the remote service: 3des-cbc aes128-cbc aes192-cbc aes256-cbc arcfour arcfour128 arcfour256 blowfish-cbc cast128-cbc rijndael-cbc@lysator.liu.se,1.3.6.1.4.1.25623.1.0.105611,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,b78bc3fc-6531-4577-b162-d5267b796f45,,Disable the weak encryption algorithms.,,"The `arcfour` cipher is the Arcfour stream cipher with 128-bit keys. The Arcfour cipher is believed to be compatible with the RC4 cipher [SCHNEIER]. Arcfour (and RC4) has problems with weak keys, and should not be used anymore. The `none` algorithm specifies that no encryption is to be done. Note that this method provides no confidentiality protection, and it is NOT RECOMMENDED to use it. A vulnerability exists in SSH messages that employ CBC mode that may allow an attacker to recover plaintext from a block of ciphertext.","Check if remote ssh service supports Arcfour, none or CBC ciphers. Details: SSH Weak Encryption Algorithms Supported (OID: 1.3.6.1.4.1.25623.1.0.105611) Version used: $Revision: 13581 $",,owaspbwa_192.168.100.8.csv
192.168.100.8,,80,tcp,4.3,Medium,VendorFix,WebCalendar Multiple Cross Site Scripting Vulnerabilities,This host is running WebCalendar and is prone to multiple cross site scripting vulnerabilities.,Vulnerability was detected according to the Vulnerability Detection Method.,1.3.6.1.4.1.25623.1.0.802305,,d9d3eeea-7715-40a8-84de-517aea0bb267,OWASP BWA,2026-07-29T08:55:28Z,3e0962d7-a130-430f-a459-db07c3588dff,Successful exploitation could allow remote attackers to execute arbitrary HTML and script code in a user's browser session in context of an affected site.,Upgrade to WebCalendar versions 1.2.4 or later.,WebCalendar versions 1.2.3 and prior.,"The flaws are caused by improper validation of user-supplied input in various scripts, which allows attackers to execute arbitrary HTML and script code on the web server.",Details: WebCalendar Multiple Cross Site Scripting Vulnerabilities (OID: 1.3.6.1.4.1.25623.1.0.802305) Version used: $Revision: 11997 $,,owaspbwa_192.168.100.8.csv
